시도,시군구,읍면,동리,단지코드,단지명,단지분류,법정동주소,우편번호,도로명주소,분양형태,사용승인일,가입일,동수,세대수,분양세대수,임대세대수,임대세대수(공공),임대세대수(민간),관리방식,난방방식,복도유형,시공사,시행사,주택관리업자,주택관리업자 사업자등록번호,일반관리-관리방식,일반관리-인원,경비관리-관리방식,경비관리-인원,경비관리-계약업체,청소관리-관리방식,청소관리-인원,청소관리-계약업체,음식물 처리방법,소독관리-관리방식,소독관리-계약업체,연간소독횟수,소독방법,건물구조,전기-수전용량,전기-세대전기계약방식,전기안전관리자선임여부,화재수신반방식,급수방식,승강기관리-관리방식,승강기(승객용),승강기(화물용),승강기(승객+화물),승강기(장애인),승강기(비상용),승강기(기타),총주차대수,지상주차대수,지하주차대수,CCTV대수,홈네트워크,긴급자동차 출입가능한 출입문,선택한출입문의 주차관제시스템,긴급전용번호판자동인식여부,긴급자동차 출입방법,긴급자동차 즉시통과,관리사무소 주소,관리사무소 연락처,관리사무소 팩스,부대복리시설,최고층수,최고층수(건축물대장상),지하층수,차량보유대수(전체),차량보유대수(전기차),전기충전기설치여부(지상),전기충전기설치여부(지하),전기차전용주차면수(지상),전기차전용주차면수(지하),외부인개방여부(지상),외부인개방여부(지하),이용가능시작시간(지상),이용가능시작시간(지하),이용종료시작시간(지상),이용종료시작시간(지하),전기차충전시설(상세),전기차 충전시설 설치대수(지상),전기차 충전시설 설치대수(지하),입주편의시설
서울특별시,강서구,,방화동,A15722203,방화신동아,아파트,서울특별시 강서구 방화동 796 방화신동아,7605.0,서울특별시 강서구 방화대로37길 15,분양,19951216.0,20090511,2,224.0,224.0,0.0,0,0.0,위탁관리,지역난방,혼합식,신동아건설,강서지역 주택조합,우리관리(주),1148123107,위탁관리,3.0,위탁관리,4.0,이엠피서비스,위탁관리,2.0,이엠피서비스,음식물쓰레기종량제,위탁관리,성산산업개발,4,"분무식,독이식",철근콘크리트구조,970,종합계약,위탁선임,R형,고가수조식,위탁관리,6.0,0.0,0.0,0.0,0.0,0.0,177.0,45.0,132.0,56.0,무,정문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,서울시 방화대로 37길 15,0226644044,0267354044,"관리사무소, 노인정, 어린이놀이터",15,15.0,0.0,177.0,4.0,설치,미설치,4.0,0.0,입주민전용,,1시 0분,시 분,1시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|4|현대엔지니어링|,4.0,0.0,없음
서울특별시,강서구,,방화동,A15773501,방화월드메르디앙,아파트,"서울특별시 강서구 방화동 879,서울특별시 강서구 방화동 878 방화월드메르디앙",7516.0,서울특별시 강서구 양천로1길 117,분양,20040607.0,20090722,3,258.0,258.0,0.0,0,0.0,위탁관리,개별난방,계단식,(주)월드건설,(주)월드건설,율산개발,1288114567,위탁관리,4.0,위탁관리,4.0,세계보안관리시스템,위탁관리,3.0,,음식물쓰레기종량제,위탁관리,대청그린웍스,12,"도포식,분무식",철근콘크리트구조,1000,단일계약,위탁선임,P형,부스타방식,위탁관리,11.0,0.0,0.0,0.0,0.0,0.0,288.0,98.0,190.0,57.0,유,정문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,서울시 강서구 양천로 1길 117,0226637419,0226637421,"관리사무소, 노인정, 어린이놀이터",14,14.0,1.0,332.0,2.0,미설치,설치,0.0,6.0,,입주민전용,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|6|이지차저|,0.0,6.0,없음
서울특별시,강서구,,방화동,A15785601,방화진로,아파트,서울특별시 강서구 방화동 804 방화진로,7508.0,서울특별시 강서구 금낭화로 258,분양,19940909.0,20090511,2,160.0,160.0,0.0,0,0.0,위탁관리,지역난방,계단식,주)진로건설,주)진로건설,광인산업(주),1248003061,위탁관리,4.0,위탁관리,2.0,코리아이지텔(주),위탁관리,2.0,대진에스컴 주식회사,음식물쓰레기종량제,위탁관리,은광서비스 주식회사,4,"도포식,분무식,독이식",철근콘크리트구조,735,종합계약,위탁선임,P형,부스타방식,위탁관리,8.0,0.0,0.0,0.0,0.0,0.0,166.0,57.0,109.0,32.0,무,정문,무,,,가능,서울특별시 강서구 금낭화로 258,0226659633,0226659632,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",10,10.0,1.0,196.0,0.0,설치,미설치,5.0,0.0,입주민전용,,9시 30분,,21시 30분,,◆1◆|지상|벽부형충전기|AC단상 5핀|완속|5|(주) 차지비|,5.0,0.0,없음
서울특별시,강서구,,방화동,A15785709,방화청솔3단지,아파트,서울특별시 강서구 방화동 832 방화청솔3단지,7514.0,서울특별시 강서구 방화대로47길 55,분양,19940728.0,20090511,3,488.0,488.0,0.0,0,0.0,위탁관리,지역난방,복도식,서울시도시개발공사,서울시도시개발공사,(주)아주관리,2098134445,위탁관리,5.0,위탁관리,6.0,아주관리,자치관리(직영),2.0,,음식물쓰레기종량제,위탁관리,(주)지산아이앤씨,12,도포식,철근콘크리트구조,337,단일계약,위탁선임,P형,고가수조식,위탁관리,7.0,0.0,0.0,0.0,0.0,0.0,309.0,167.0,142.0,32.0,무,정문,무,,,가능,서울 강서구 방화대로47길 55,0226657166,0260917166,"관리사무소, 노인정, 어린이놀이터",15,15.0,0.0,0.0,0.0,미설치,미설치,0.0,0.0,,,,,,,,,,없음
서울특별시,강서구,,방화동,A10024505,신마곡 벽산 블루밍,아파트,"서울특별시 강서구 방화동 904,서울특별시 강서구 방화동 537-5 신마곡 벽산 블루밍",7602.0,서울특별시 강서구 양천로10길 38,혼합,20201126.0,20201228,5,298.0,173.0,125.0,125,0.0,위탁관리,지역난방,혼합식,벽산블루밍,씨엔코리아트,세화종합관리(주),2158155635,위탁관리,6.0,위탁관리,3.0,(주)듀델코리아,위탁관리,4.0,,거점장비수거방식,위탁관리,더자람,12,분무식,철근콘크리트구조,1350,종합계약,상주선임,R형,부스타방식,위탁관리,6.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,300.0,131.0,유,정문,유,부,긴급자동차가 출입가능하도록 사전에 차량번호를 출입가능차량명부에 등록하는 경우,가능,서울시 강서구 양천로10길 38,0226669601,0226669602,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",16,16.0,3.0,298.0,7.0,미설치,설치,0.0,6.0,,입주민전용,,0시 0분,,23시 59분,"◆1◆|지하|스탠드형충전기|DC콤보 7핀|급속|0|신마곡벽산블루밍|,◆2◆|지하|스탠드형충전기|DC차데모 10핀|완속|6|지차저|",0.0,6.0,없음
서울특별시,강서구,,방화동,A15722304,치현마을동일스위트리버아파트,아파트,서울특별시 강서구 방화동 880 치현마을동일스위트리버아파트,7512.0,서울특별시 강서구 금낭화로24가길 28,분양,20041223.0,20090511,3,213.0,213.0,0.0,0,0.0,위탁관리,개별난방,계단식,동일,동일,(주)공간,1098169246,위탁관리,3.0,위탁관리,2.0,(주) 공간,위탁관리,2.0,,음식물쓰레기종량제,위탁관리,,12,분무식,철근콘크리트구조,900,단일계약,위탁선임,P형,부스타방식,위탁관리,9.0,0.0,0.0,0.0,0.0,0.0,224.0,44.0,180.0,48.0,유,정문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,서울시 강서구 방화동 880번지 동일스위트리버아파트 관리사무소,0226611285,0226611286,"관리사무소, 노인정, 어린이놀이터",15,15.0,0.0,244.0,2.0,미설치,설치,0.0,2.0,,입주민전용,,24시 0분,,24시 0분,◆1◆|지하|스탠드형충전기|AC3상 7핀|완속|2|(주)차지비|,0.0,2.0,있음
서울특별시,구로구,,신도림동,A15288808,SK VIEW,주상복합,서울특별시 구로구 신도림동 432-1 SK VIEW,8209.0,서울특별시 구로구 경인로 638,분양,20060424.0,20090511,3,304.0,304.0,0.0,0,0.0,위탁관리,개별난방,계단식,sk건설,(주)더랜드,(주)티비엠컨설팅,1138263457,위탁관리,6.0,위탁관리,5.0,티비엠컨설팅,위탁관리,6.0,,음식물쓰레기종량제,위탁관리,,12,도포식,철골콘크리트구조,1900,종합계약,상주선임,R형,부스타방식,위탁관리,6.0,0.0,0.0,0.0,0.0,0.0,386.0,43.0,343.0,73.0,무,정문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,서울시구로구신도림동 432-1,0226330571,0226330572,"관리사무소, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",29,29.0,3.0,386.0,40.0,미설치,설치,0.0,13.0,,입주민전용,,1시 0분,,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|13|G커넥트|,0.0,13.0,없음
서울특별시,구로구,,신도림동,A15288812,신도림4차e-편한세상,아파트,서울특별시 구로구 신도림동 646 신도림4차e-편한세상,8208.0,서울특별시 구로구 경인로65길 16-15,분양,20030517.0,20090511,15,853.0,853.0,0.0,0,0.0,위탁관리,개별난방,계단식,한국타이어(주),대림산업(주),우리관리(주),1148123107,위탁관리,8.0,위탁관리,20.0,(주)세원종합관리,위탁관리,11.0,주식회사 라포르,기타,위탁관리,좋은서비스,12,"도포식,분무식",철근콘크리트구조,3250,단일계약,상주선임,R형,고가수조식,위탁관리,19.0,0.0,0.0,0.0,0.0,0.0,1484.0,42.0,1442.0,107.0,무,정문,유,여,,가능,서울 구로구 경인로65길 16-15,0226314296,0267364296,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",25,25.0,2.0,1607.0,12.0,미설치,설치,0.0,30.0,,입주민전용,시 분,0시 1분,시 분,0시 1분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|29|GnTel|,◆2◆|지하|벽부형충전기|AC단상 5핀|급속|1|GnTel|",0.0,30.0,없음
서울특별시,구로구,,신도림동,A15288814,"신도림대림1,2차",아파트,"서울특별시 구로구 신도림동 642 신도림대림1,2차",8211.0,서울특별시 구로구 신도림로 16,분양,19991127.0,20090511,27,2298.0,2298.0,0.0,0,0.0,위탁관리,개별난방,혼합식,대림,종근당외,서림주택관리(주),1088138338,위탁관리,15.0,위탁관리,28.0,(주)나래종합관리,위탁관리,19.0,선우환경관리(주),차량수거방식,위탁관리,와이브이시스템,12,"도포식,분무식,기구부착식",철근콘크리트구조,5050,종합계약,상주선임,R형,고가수조식,위탁관리,47.0,0.0,0.0,0.0,0.0,0.0,2784.0,556.0,2228.0,174.0,유,정문,유,여,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,서울 구로 신도림로 16-0,0267370772,0267370771,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",27,27.0,2.0,2792.0,27.0,미설치,설치,0.0,40.0,,,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|40|GS차지비(주)|,0.0,40.0,없음
서울특별시,구로구,,신도림동,A15288802,신도림대림3차,아파트,서울특별시 구로구 신도림동 691 신도림대림3차,8206.0,서울특별시 구로구 신도림로 11,분양,20010920.0,20090511,3,204.0,204.0,0.0,0,0.0,위탁관리,개별난방,계단식,20220321,대림산업,서일개발(주),2158112581,위탁관리,2.0,위탁관리,4.0,(주)밝은티에스,위탁관리,2.0,에이스시설관리,거점장비수거방식,위탁관리,에이스시설관리,12,독이식,철근콘크리트구조,1082,종합계약,위탁선임,R형,고가수조식,위탁관리,5.0,0.0,0.0,0.0,0.0,0.0,249.0,24.0,225.0,61.0,유,정문,무,,,가능,서울시 구로구 신도림로 11 신도림3차대림아파트,0263477288,0226796167,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",22,22.0,2.0,290.0,4.0,미설치,설치,0.0,5.0,,,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|5|클린일렉스|,0.0,5.0,없음
서울특별시,구로구,,신도림동,A15288805,신도림대림5차e-편한세상,아파트,서울특별시 구로구 신도림동 647 신도림대림5차e-편한세상,8211.0,서울특별시 구로구 신도림로 32,분양,20030816.0,20090511,6,362.0,362.0,0.0,0,0.0,위탁관리,개별난방,계단식,대림산업(주),대림산업(주),(주)우리관리,1148123107,위탁관리,5.0,위탁관리,3.0,주식회사 승학,위탁관리,4.0,,기타,위탁관리,,12,분무식,철근콘크리트구조,2220,단일계약,상주선임,R형,부스타방식,위탁관리,10.0,0.0,0.0,0.0,0.0,0.0,411.0,37.0,374.0,77.0,무,정문,무,,,가능,서울시 구로구 신림로32로,0220693377,0220691344,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",23,23.0,2.0,467.0,6.0,미설치,설치,0.0,9.0,,외부인허용,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|직접입력|완속|9|(주)지엔텔|,0.0,9.0,있음
서울특별시,구로구,,신도림동,A15288807,신도림대림7차e-편한세상,아파트,서울특별시 구로구 신도림동 649 신도림대림7차e-편한세상,8210.0,서울특별시 구로구 신도림로 56-13,분양,20040616.0,20090511,6,411.0,411.0,0.0,0,0.0,위탁관리,개별난방,계단식,(주)대림산업,동주홍상,우리관리(주),1148123107,위탁관리,5.0,위탁관리,5.0,(주)세이프원,위탁관리,3.0,(주)밝은티에스,음식물쓰레기종량제,위탁관리,(유)안전관리시스템,12,분무식,철근콘크리트구조,1500,단일계약,상주선임,R형,부스타방식,위탁관리,9.0,0.0,0.0,0.0,0.0,0.0,562.0,17.0,545.0,64.0,무,정문,무,,,가능,서울특별시 구로구 신도림로 56-13,0226756064,0226756065,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",25,25.0,2.0,580.0,5.0,미설치,설치,0.0,8.0,,입주민전용,,0시 0분,,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|이지차저|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|3|한전|",0.0,8.0,없음
서울특별시,구로구,,신도림동,A15288813,신도림동아1차,아파트,서울특별시 구로구 신도림동 643 신도림동아1차,8202.0,서울특별시 구로구 신도림로 87,분양,19991130.0,20090511,11,1095.0,1095.0,0.0,0,0.0,위탁관리,개별난방,계단식,한신공영(주),동아건설(주).조흥화학공업(주),우리관리(주),1148123107,위탁관리,8.0,위탁관리,14.0,예주산업(주),위탁관리,11.0,하늘종합관리,거점장비수거방식,위탁관리,,4,분무식,철근콘크리트구조,3050,단일계약,위탁선임,R형,고가수조식,위탁관리,22.0,0.0,0.0,0.0,0.0,0.0,1511.0,152.0,1359.0,104.0,무,정문,유,여,,가능,서울특별시 구로구 신도림로 87(신도림동),0226311648,0267372936,"관리사무소, 노인정, 보육시설, 어린이놀이터, 유치원, 자전거보관소",27,27.0,3.0,1491.0,4.0,미설치,설치,0.0,4.0,,입주민전용,,0시 0분,,23시 0분,◆1◆|지하|스탠드형충전기|DC차데모 10핀|완속|4|한국전력|,0.0,4.0,있음
서울특별시,구로구,,신도림동,A15288809,신도림동아2차,아파트,서울특별시 구로구 신도림동 644 신도림동아2차,8208.0,서울특별시 구로구 경인로 643,분양,20000517.0,20090511,5,655.0,655.0,0.0,0,0.0,위탁관리,개별난방,혼합식,동아건설산업(주),"동아건설,삼영화학",한국주택시설관리(주),2138122157,위탁관리,6.0,위탁관리,8.0,듀델코리아주식회사,위탁관리,7.0,듀델코리아주식회사,거점장비수거방식,위탁관리,삼우서비스(주),12,"분무식,기구부착식",철근콘크리트구조,2000,단일계약,상주선임,GR형,고가수조식,위탁관리,11.0,0.0,0.0,2.0,0.0,0.0,779.0,65.0,714.0,132.0,무,정문,유,여,,가능,서울시 구로구 경인로 643,0226726726,0267417834,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",26,26.0,3.0,730.0,15.0,미설치,설치,0.0,15.0,,,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|15|에버온|,0.0,15.0,없음
서울특별시,구로구,,신도림동,A15288810,신도림동아3차,아파트,서울특별시 구로구 신도림동 645 신도림동아3차,8207.0,서울특별시 구로구 신도림로 78,분양,20001114.0,20090511,9,813.0,813.0,0.0,0,0.0,위탁관리,개별난방,계단식,동아건설산업,조흥화학,(주)한빛관리,2128138660,위탁관리,7.0,위탁관리,8.0,혜진종합관리,위탁관리,6.0,코리아종합관리,차량수거방식,위탁관리,태강티엠에스,4,분무식,철근콘크리트구조,2950,단일계약,상주선임,GR형,압력탱크식,위탁관리,16.0,0.0,16.0,0.0,0.0,0.0,1057.0,166.0,891.0,144.0,무,정문,유,여,,가능,서울시 구로구 신도림로 78,0226337846,0226337847,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",27,27.0,3.0,1007.0,20.0,설치,설치,16.0,5.0,외부인허용,입주민전용,23시 59분,0시 0분,23시 59분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|이카플러그|,◆2◆|지상|스탠드형충전기|AC3상 7핀|완속|16|한화|",16.0,5.0,없음
서울특별시,구로구,,신도림동,A15277302,신도림디큐브시티,주상복합,서울특별시 구로구 신도림동 692 신도림디큐브시티,8209.0,서울특별시 구로구 경인로 662,분양,20110718.0,20111012,1,524.0,524.0,0.0,0,0.0,위탁관리,지역난방,혼합식,대성산업,대성산업,우리관리(주),1148123107,위탁관리,10.0,위탁관리,11.0,(주)아이원서비스,위탁관리,12.0,(주)라포르,음식물쓰레기종량제,위탁관리,(주)좋은서비스,12,"도포식,분무식,독이식",철골철근콘크리트구조,6250,종합계약,상주선임,R형,부스타방식,위탁관리,6.0,2.0,0.0,4.0,0.0,0.0,862.0,0.0,862.0,407.0,무,정문,무,,,가능,서울시 구로구 경인로 662 디큐브시티아파트 생활문화지원실,0236679001,0236679002,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",51,51.0,7.0,819.0,50.0,미설치,설치,0.0,18.0,,입주민전용,시 분,23시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|18|지커넥트|,0.0,18.0,없음
서울특별시,구로구,,신도림동,A15288611,신도림미성,아파트,서울특별시 구로구 신도림동 290 신도림미성,8205.0,서울특별시 구로구 신도림로11가길 36,분양,19871211.0,20090511,6,824.0,824.0,0.0,0,0.0,위탁관리,중앙난방,복도식,라이프건설,라이프건설,(주)무림하우징,2158619444,위탁관리,9.0,위탁관리,12.0,(주)우창개발,위탁관리,6.0,,거점장비수거방식,위탁관리,,4,"도포식,분무식,독이식",철근콘크리트구조,1950,단일계약,상주선임,P형,부스타방식,위탁관리,7.0,0.0,0.0,0.0,0.0,0.0,540.0,450.0,90.0,57.0,무,정문,유,여,,가능,서울시 구로구 신도림동 11가길 36 미성아파트,0226714933,0226327424,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",13,13.0,1.0,758.0,11.0,설치,설치,5.0,5.0,입주민전용,입주민전용,0시 24분,0시 24분,0시 24분,0시 24분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|2|한국알박|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|3|플러그링크|,◆3◆|지상|스탠드형충전기|AC단상 5핀|완속|5|스파로스EV|",5.0,5.0,없음
서울특별시,구로구,,신도림동,A10028063,신도림아이파크아파트,아파트,"서울특별시 구로구 신도림동 332-1,서울특별시 구로구 신도림동 693 신도림아이파크아파트",8208.0,서울특별시 구로구 경인로67길 33,임대,20150206.0,20150509,3,189.0,0.0,189.0,0,189.0,위탁관리,개별난방,계단식,(주)아이앤콘스,일양테라,우리관리(주),1148123107,위탁관리,2.0,위탁관리,3.0,,위탁관리,3.0,,차량수거방식,위탁관리,,12,분무식,철골철근콘크리트구조,1150,종합계약,위탁선임,R형,부스타방식,위탁관리,5.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,190.0,69.0,무,정문,유,여,,가능,서울시 구로구 신도림동 332-1호 신도림아이파크아파트,0226780052,0226780053,"관리사무소, 노인정, 보육시설, 주민공동시설, 커뮤니티공간, 자전거보관소",27,27.0,2.0,197.0,0.0,미설치,미설치,0.0,0.0,,,,,,,,,,없음
서울특별시,구로구,,신도림동,A15288806,"신도림우성1,2차",아파트,"서울특별시 구로구 신도림동 639,서울특별시 구로구 신도림동 312-17 신도림우성1,2차",8207.0,"서울특별시 구로구 신도림로 110,서울특별시 구로구 신도림로 105",분양,19921204.0,20090511,5,408.0,408.0,0.0,0,0.0,위탁관리,개별난방,계단식,우성건설,우성건설,우리관리(주),1248278926,위탁관리,4.0,위탁관리,7.0,삼우안전관리(주),위탁관리,3.0,,음식물쓰레기종량제,위탁관리,,4,도포식,철근콘크리트구조,1250,단일계약,위탁선임,P형,고가수조식,위탁관리,14.0,0.0,0.0,0.0,0.0,0.0,252.0,159.0,93.0,20.0,무,정문,무,,,가능,서울시 구로구 신도림로 105,0226366979,0226379901,"관리사무소, 노인정, 어린이놀이터",15,15.0,0.0,409.0,5.0,미설치,미설치,0.0,0.0,,,시 분,시 분,시 분,시 분,,,,없음
서울특별시,구로구,,신도림동,A15288804,신도림우성3차,아파트,서울특별시 구로구 신도림동 637 신도림우성3차,8201.0,서울특별시 구로구 신도림로21길 25,분양,19931213.0,20090511,3,284.0,284.0,0.0,0,0.0,위탁관리,개별난방,계단식,우성건설,한전연합조합,신한영주택관리(주),2198117685,위탁관리,4.0,위탁관리,4.0,(주)듀델코리아,위탁관리,2.0,(주)듀델코리아,차량수거방식,위탁관리,,12,도포식,철근콘크리트구조,1160,단일계약,위탁선임,P형,부스타방식,위탁관리,10.0,0.0,0.0,0.0,0.0,0.0,181.0,149.0,32.0,49.0,무,정문,유,부,긴급자동차 운전자에게 출입가능한 카드(RFID) 또는 리모컨을 사전에 지급하는 경우,가능,서울 구로구 신도림로 21길25,0226364512,0226711295,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,15.0,0.0,327.0,2.0,미설치,미설치,0.0,0.0,,,,,,,,,,없음
서울특별시,구로구,,신도림동,A15288801,신도림우성5차,아파트,서울특별시 구로구 신도림동 638 신도림우성5차,8201.0,서울특별시 구로구 신도림로21길 21,분양,19941215.0,20090511,1,154.0,154.0,0.0,0,0.0,위탁관리,개별난방,복도식,우성건설(주),우성건설(주),남경종합관리(주),2098139853,위탁관리,1.0,위탁관리,3.0,남경종합관리(주),위탁관리,1.0,승진개발(주),음식물쓰레기종량제,위탁관리,승진개발(주),6,"도포식,분무식,독이식",철근콘크리트구조,217,단일계약,위탁선임,P형,고가수조식,위탁관리,2.0,0.0,0.0,0.0,0.0,0.0,136.0,84.0,52.0,26.0,무,정문,무,,,가능,서울시 구로구 신도림로 21길 21,0226764981,0263264981,"관리사무소, 노인정, 어린이놀이터",11,11.0,1.0,136.0,0.0,미설치,미설치,0.0,0.0,외부인허용,,시 분,시 분,시 분,시 분,,,,없음
서울특별시,구로구,,신도림동,A15288803,신도림현대,아파트,서울특별시 구로구 신도림동 641 신도림현대,8201.0,서울특별시 구로구 신도림로19길 16,분양,19990413.0,20090511,5,260.0,260.0,0.0,0,0.0,위탁관리,개별난방,혼합식,현대건설,현대건설,에이제이대원 주식회사,1178106882,위탁관리,3.0,위탁관리,4.0,새롬시큐리티,위탁관리,2.0,남경종합관리,음식물쓰레기종량제,위탁관리,(주)태강티엠에스,12,분무식,철근콘크리트구조,795,단일계약,위탁선임,P형,고가수조식,위탁관리,5.0,0.0,0.0,0.0,0.0,0.0,212.0,92.0,120.0,46.0,무,정문,무,,,가능,서울시 구로구 신도림로 19길 16,0226377180,0226377181,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",18,18.0,1.0,281.0,3.0,미설치,설치,0.0,3.0,,,시 분,24시 1분,시 분,24시 1분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|3|플러그링크|,0.0,3.0,있음
서울특별시,구로구,,신도림동,A10022406,신성은하수아파트,,서울특별시 구로구 신도림동 640- 신성은하수아파트,,,분양,19970701.0,20240830,1,120.0,120.0,0.0,0,0.0,위탁관리,개별난방,복도식,(주)신성건설,(주)신성건설,주식회사 우창개발,7858100342,위탁관리,,,,,,,,,,,,-,,,,,,,,,,,,,,0.0,,,,,,,,,가능,서울특별시 구로구 경인로 66길 5 (신도림동),0226713534,,,17,,0.0,,,,,,,,,,,,,,,,없음
서울특별시,구로구,,구로동,A15283807,LG신도림자이,아파트,서울특별시 구로구 구로동 42 LG신도림자이,8296.0,서울특별시 구로구 새말로18길 64,분양,20040207.0,20090511,3,299.0,299.0,0.0,0,0.0,위탁관리,개별난방,계단식,굿뉴스건설,GS건설,(주)경진관리,1418117062,위탁관리,4.0,위탁관리,3.0,(주)강일기업,위탁관리,2.0,위더스앤,차량수거방식,위탁관리,(주)The 자람,12,도포식,철근콘크리트구조,1830,단일계약,상주선임,P형,부스타방식,위탁관리,5.0,0.0,0.0,0.0,0.0,0.0,342.0,42.0,300.0,76.0,무,정문,무,,,가능,구로구 구로5동 42번지,028302212,028302296,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",31,31.0,3.0,360.0,4.0,설치,미설치,7.0,0.0,입주민전용,,1시 1분,,23시 59분,,◆1◆|지상|벽부형충전기|AC단상 5핀|완속|7|에버온|,7.0,0.0,없음
서울특별시,구로구,,구로동,A15284101,구로2차순영웰라이빌,주상복합,서울특별시 구로구 구로동 97-2 구로2차순영웰라이빌,8302.0,서울특별시 구로구 가마산로 280,분양,20050615.0,20090511,1,166.0,166.0,0.0,0,0.0,자치관리,개별난방,복도식,순영종합건설(주),순영종합건설(주),관리소장,1138006205,자치관리,2.0,자치관리,4.0,자치관리,자치관리,1.0,,음식물쓰레기종량제,위탁관리,,12,분무식,철근콘크리트구조,600,단일계약,위탁선임,R형,부스타방식,위탁관리,2.0,0.0,0.0,0.0,0.0,0.0,194.0,6.0,188.0,23.0,무,정문,무,,,가능,서울특별시 구로구 가바산로280,028303312,028653312,"관리사무소, 휴게시설, 자전거보관소",23,23.0,5.0,194.0,2.0,미설치,설치,0.0,4.0,입주민전용,입주민전용,,23시 10분,,23시 10분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|이브이세상(주)|,0.0,4.0,없음
서울특별시,구로구,,구로동,A15285004,구로극동,아파트,서울특별시 구로구 구로동 314 구로극동,8312.0,서울특별시 구로구 구로중앙로7길 28,분양,19841208.0,20090511,4,493.0,493.0,0.0,0,0.0,위탁관리,개별난방,복도식,극동건설,극동건설,세화종합관리(주),2158155635,위탁관리,5.0,위탁관리,5.0,세이브원,위탁관리,5.0,세이브원,거점장비수거방식,위탁관리,세영에이앤씨,12,도포식,철근콘크리트구조,950,단일계약,상주선임,P형,부스타방식,위탁관리,9.0,0.0,0.0,0.0,0.0,0.0,258.0,258.0,0.0,46.0,무,정문,유,여,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,서울 구로구 구로중앙로 7길 28.,028645542,028587536,"관리사무소, 노인정, 어린이놀이터",11,11.0,1.0,353.0,4.0,미설치,미설치,0.0,0.0,,,시 분,시 분,시 분,시 분,,,,없음
